OID_,SiteID,Agnc_ID,SourcNm,Wtrbdy_n,Verified,Comments,DM_Notes,Region,dist_coast_km,NHDPlusID,SourceFC,GridCode,AreaSqKm,VPUID,cat_ID,cat_ID_txt,cat_ID_con,catID,MERGE_SRC,site_max_acc,site_acc_sqKm,Area_km2,AreaSqKm_1,ArbolateSu,PathLength,StartFlag,TerminalPa,USContArea,DSContArea,LINKNO,DOUTEND,DOUTSTART,area_diff,str_slope,str_ord,ds_dist_outlet,str_slope_dg,lat,lon,sp_ls,AWC_CODE,sa_sp_hab,sa_sp_count,ts_id_dm,cat_slope_COUNT,cat_slope_AREA,cat_slope_MIN,cat_slope_MAX,cat_slope_RANGE,cat_slope_MEAN,cat_slope_STD,cat_slope_SUM,cat_slope_MEDIAN,cat_slope_PCT90,cat_elev_COUNT,cat_elev_AREA,cat_elev_MIN,cat_elev_MAX,cat_elev_RANGE,cat_elev_MEAN,cat_elev_STD,cat_elev_SUM,cat_elev_VARIETY,cat_elev_MAJORITY,cat_elev_MINORITY,cat_elev_MEDIAN,cat_elev_PCT90,wtd_elev_COUNT,wtd_elev_AREA,wtd_elev_MIN,wtd_elev_MAX,wtd_elev_RANGE,wtd_elev_MEAN,wtd_elev_STD,wtd_elev_SUM,wtd_elev_VARIETY,wtd_elev_MAJORITY,wtd_elev_MINORITY,wtd_elev_MEDIAN,wtd_elev_PCT90,wtd_slope_COUNT,wtd_slope_AREA,wtd_slope_MIN,wtd_slope_MAX,wtd_slope_RANGE,wtd_slope_MEAN,wtd_slope_STD,wtd_slope_SUM,wtd_slope_MEDIAN,wtd_slope_PCT90,non_north_area,north_area,wtd_north_per,non_wetland_area,wetland_area,wtd_wet_per,wtd_lake_area_sqm,wtd_lake_per,wtd_glacier_area_sqm,wtd_glacier_per,wtd_lcld_mn_2001,wtd_lcld_mn_2002,wtd_lcld_mn_2003,wtd_lcld_mn_2004,wtd_lcld_mn_2005,wtd_lcld_mn_2006,wtd_lcld_mn_2007,wtd_lcld_mn_2008,wtd_lcld_mn_2009,wtd_lcld_mn_2010,wtd_lcld_mn_2011,wtd_lcld_mn_2012,wtd_lcld_mn_2013,wtd_lcld_mn_2014,wtd_lcld_mn_2015,wtd_lcld_mn_2016,wtd_lcld_mn_2017,wtd_lcld_mn_2018,wtd_lcld_mn_2019
351,KATM_savor_stream_water, ,npsSWAN,Savonoski River,1,looks good,Moved to polyline,Bristol_Bay,59.395126723611469,,,34126,,,3034126.000000000000000,3034126,Bristol_Bay_3034126,3034126,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Bristol_Bay_sites_sj,761232,76.123199999999997,79.250299999999996,,,,,,75835400.000000000000000,79250304.000000000000000,34126,137756.899999999994179,139263.399999999994179,3.127099999999999,0.000000000000000,4,137.756900000000002,0.000000000000000,58.523388720000000,-155.307249530000007,"CO_p, S_p, P_p, K_p, AC_p",324-20-10140-2245,2,0,nps_katm_savor_stream_water,34571.000000000000000,3457100.000000000000000,0.000000135396220,11.350863456726074,11.350863321329854,0.802042035677113,1.500341902090381,27727.395215393484250,0.000000538498966,3.367701768875122,34571.000000000000000,3457100.000000000000000,15,66,51,21.513696450782536,9.355917924919416,743750.000000000000000,52,19,65,19,25,792503.000000000000000,79250300.000000000000000,15,805,790,108.761110052580378,139.124461733746017,86193506.000000000000000,791,21,770,38,316,792503.000000000000000,79250300.000000000000000,0.000000135396220,50.114765167236328,50.114765031840108,4.914031471908054,6.388994895291675,3894384.683581548277289,2.871859788894653,13.389451789855958,56100800.000000000000000,23149500.000000000000000,29.210615000000001,70704500.000000000000000,8545800.000000000000000,10.783303000000000,3998236.568055498413742,5.045074363195468,,,470.447580645161281,477.187250996016076,425.702479338843375,479.755020080321174,443.872427983539126,492.127999999999986,477.344827586206804,497.453124999999773,473.532258064516100,477.406374501992161,474.799999999999955,486.370967741935374,474.979838709677381,427.954166666666822,422.373443983402353,442.081300813008227,476.678861788617724,467.960317460317640,432.791666666666572
352,KATM_upatc_stream_water, ,npsSWAN,Up-A-Tree Creek,1,moved point (really close to boundary); can't confirm stream name; near lake,Moved to polyline,Bristol_Bay,72.588324931077182,,,33666,,,3033666.000000000000000,3033666,Bristol_Bay_3033666,3033666,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Bristol_Bay_sites_sj,828264,82.826400000000007,83.192499999999995,,,,,,82492496.000000000000000,83192496.000000000000000,33666,117285.000000000000000,120459.300000000002910,0.366099999999989,0.003150023629000,4,117.284999999999997,0.180482462355063,58.510984420000000,-155.804026010000001,"P_p, CO_s, S_p, CH_p",324-20-10140-2194-3009,1,1,nps_katm_upatc_stream_water,7070.000000000000000,707000.000000000000000,0.000000533126070,17.044771194458008,17.044770661331938,1.489278176780031,2.152076063743118,10529.196709834819558,0.000001102925239,4.099017620086670,7070.000000000000000,707000.000000000000000,20,51,31,30.118528995756787,9.784095519494434,212938.000000000000000,32,20,51,31,42,831925.000000000000000,83192500.000000000000000,20,1068,1048,287.679774018088892,241.244162126578090,239327996.000000000000000,1049,87,1064,154,689,831925.000000000000000,83192500.000000000000000,0.000000533126070,64.540863037109375,64.540862503983305,9.577989870725064,8.977973785075974,7968169.223202949389815,6.713163375854492,22.985748672485350,53829600.000000000000000,29362900.000000000000000,35.295127999999998,81304200.000000000000000,1888300.000000000000000,2.269796000000000,550568.631249549915083,0.661800800852901,,,472.325301204819255,479.984939759036365,431.367469879518239,475.924698795180689,462.686746987951608,495.304216867470018,470.692771084337494,490.204819277108754,478.707831325301015,476.003012048192772,474.253012048192602,489.135542168674931,477.548192771084189,427.840361445783572,432.445783132530210,447.177710843373404,471.789156626506156,473.424698795180689,450.102409638554377
353,KULR, ,fwsakTogiakNWR,Kulukak River,1,looks good,Moved to polyline,Bristol_Bay,12.391304974414439,,,38375,,,5038375.000000000000000,5038375,Bristol_Bay_5038375,5038375,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Bristol_Bay_sites_sj,4526382,452.638199999999983,452.822799999999972,,,,,,452029408.000000000000000,452822784.000000000000000,38375,20351.900000000001455,21636.900000000001455,0.184599999999989,0.001556450821000,5,20.351900000000001,0.089177991050627,59.038457819999998,-159.775047499999999,"CO_s, P_s, K_s, S_s, CH_s, AC_p",326-10-10020,1,5,fws_kulr,7945.000000000000000,794500.000000000000000,0.000000476372065,31.153554916381836,31.153554440009771,3.264112491659524,4.549683144291775,25933.373746234919963,2.852418661117554,6.710780525207520,7945.000000000000000,794500.000000000000000,18,70,52,30.925235997482595,13.319341468925066,245701.000000000000000,53,21,70,23,54,4528228.000000000000000,452822800.000000000000000,18,813,795,208.487985145619945,147.077827005922899,944081132.000000000000000,796,63,813,164,430,4528228.000000000000000,452822800.000000000000000,0.000000379212963,72.139793395996094,72.139793016783130,13.584825925323809,11.848687122211947,61515189.130177184939384,10.211110115051270,31.520416831970216,369854200.000000000000000,82968600.000000000000000,18.322530000000000,447551300.000000000000000,5271500.000000000000000,1.164141900000000,6116623.547712056897581,1.350776406954786,,,507.219810795770400,502.905555555555338,459.922389726409847,487.749580771380465,491.016138007791028,506.119486320491546,484.743303571428442,496.310249307479410,499.989444444443791,496.029034059183971,495.852468108707853,508.067259588660761,508.659014557671242,457.616591928251580,446.950334821427589,444.537988826814853,477.088876467300338,490.183389074693764,477.241475684740237
354,LACL_kijilo_lvl, ,npsSWAN,Kijik Lake,1,moved point (really close to boundary); close to lake; can't confirm stream name BUT it does flow between Kijik Lake and Kijik River,Moved to polyline,Bristol_Bay,66.299720768717663,,,78282,,,2078282.000000000000000,2078282,Bristol_Bay_2078282,2078282,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Bristol_Bay_sites_sj,1118523,111.852300000000000,112.105411113999992,,,,,,111770704.000000000000000,112105696.000000000000000,78282,290623.500000000000000,290984.299999999988358,0.253111113999992,0.000000000000000,4,290.623499999999979,0.000000000000000,60.307279070000000,-154.289871879999993,S_s,324-10-10150-2207-3203-4011,1,1,nps_lacl_kijilo,3351.000000000000000,335100.000000000000000,0.000002479194791,49.742164611816406,49.742162132621615,22.799449622690563,14.705639809898804,76400.955685636072303,26.652114868164062,39.509937286376953,3351.000000000000000,335100.000000000000000,96,667,571,242.226201133989946,157.374213117031672,811700.000000000000000,532,96,231,180,495,1121054.000000000000000,112105400.000000000000000,94,1323,1229,606.633237114364192,291.187994334917335,680068617.000000000000000,1228,96,1295,640,974,1121054.000000000000000,112105400.000000000000000,0.000002442284767,64.839416503906250,64.839414061621483,23.652309119174035,11.877672051873931,26515515.747286528348923,25.447492599487305,37.007995605468750,94905400.000000000000000,17200000.000000000000000,15.342703999999999,112059500.000000000000000,45900.000000000000000,0.040943610000000,4590925.945887066423893,4.095186753490921,,,512.416666666666629,500.157517899761160,466.745762711864188,487.712560386473569,491.337378640776706,499.507211538461718,466.639423076923208,507.580188679245452,490.937500000000000,486.104761904761915,494.163855421686833,504.621749408983248,499.326086956521920,457.578692493946846,478.019512195121877,479.082125603864768,480.726392251815867,496.688249400479606,484.714285714285722
355,LACL_kijilo_temp, ,npsSWAN,Kijik Lake,1,moved point (really close to boundary); close to lake; can't confirm stream name BUT it does flow between Kijik Lake and Kijik River,Moved to polyline,Bristol_Bay,66.297147513470094,,,78282,,,2078282.000000000000000,2078282,Bristol_Bay_2078282,2078282,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Bristol_Bay_sites_sj,1118523,111.852300000000000,112.105411113999992,,,,,,111770704.000000000000000,112105696.000000000000000,78282,290623.500000000000000,290984.299999999988358,0.253111113999992,0.000000000000000,4,290.623499999999979,0.000000000000000,60.307279170000001,-154.289825299999990,S_s,324-10-10150-2207-3203-4011,1,1,,3351.000000000000000,335100.000000000000000,0.000002479194791,49.742164611816406,49.742162132621615,22.799449622690563,14.705639809898804,76400.955685636072303,26.652114868164062,39.509937286376953,3351.000000000000000,335100.000000000000000,96,667,571,242.226201133989946,157.374213117031672,811700.000000000000000,532,96,231,180,495,1121054.000000000000000,112105400.000000000000000,94,1323,1229,606.633237114364192,291.187994334917335,680068617.000000000000000,1228,96,1295,640,974,1121054.000000000000000,112105400.000000000000000,0.000002442284767,64.839416503906250,64.839414061621483,23.652309119174035,11.877672051873931,26515515.747286528348923,25.447492599487305,37.007995605468750,94905400.000000000000000,17200000.000000000000000,15.342703999999999,112059500.000000000000000,45900.000000000000000,0.040943610000000,4590925.945887066423893,4.095186753490921,,,512.416666666666629,500.157517899761160,466.745762711864188,487.712560386473569,491.337378640776706,499.507211538461718,466.639423076923208,507.580188679245452,490.937500000000000,486.104761904761915,494.163855421686833,504.621749408983248,499.326086956521920,457.578692493946846,478.019512195121877,479.082125603864768,480.726392251815867,496.688249400479606,484.714285714285722
356,LACL_lclaro_continuous_wq, ,npsSWAN,Lake Clark,1,looks good; close to lake,Moved to polyline,Bristol_Bay,72.490689571302653,,,87913,,,2087913.000000000000000,2087913,Bristol_Bay_2087913,2087913,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Bristol_Bay_sites_sj,75916376,7591.637600000000020,7592.469037357824163,,,,,,7591515136.000000000000000,7591923200.000000000000000,87913,238317.299999999988358,239330.500000000000000,0.831437357824143,0.000986914483000,8,238.317299999999989,0.056546016257630,60.016114379999998,-154.754914000000014,"K_p, S_s, AC_p",324-10-10150-2207-0030,1,1,,4187.000000000000000,418700.000000000000000,0.000001929501423,32.712421417236328,32.712419487734905,3.915995042682064,5.899249071338083,16396.271243709801638,2.444597482681274,12.183702850341799,4187.000000000000000,418700.000000000000000,74,95,21,83.652495820396496,7.524363444153440,350253.000000000000000,22,74,77,85,93,75924688.000000000000000,7592468800.000000000000000,73,3127,3054,600.821639872936998,468.489786247787663,45617195551.000000000000000,2958,75,73,477,1316,75924688.000000000000000,7592468800.000000000000000,0.000001871132554,83.721885681152344,83.721883810019790,16.578651367286099,14.809498512198454,1258728932.521970510482788,11.976874351501465,37.718185424804688,5846797500.000000000000000,1745671300.000000000000000,22.992144000000000,7470351300.000000000000000,122118100.000000000000000,1.608410800000000,458544993.383767247200012,6.039471364684560,514999590.983503520488739,6.783031823370110,512.677759827678415,505.182178360466594,471.239105213544406,495.502763828172647,497.438601570700257,505.979519113094568,485.455552757492626,511.280148821234889,496.314217787543214,497.866214129224545,502.183274533803399,507.858965171277589,504.630507125804229,468.993443216808203,475.075703843091560,486.407926080993036,493.452515177796613,501.681494789794669,493.450070475984262
357,LACL_lclaro_lvl, ,npsSWAN,Lake Clark,1,looks good; close to lake,Moved to polyline,Bristol_Bay,72.555298975224886,,,87913,,,2087913.000000000000000,2087913,Bristol_Bay_2087913,2087913,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Bristol_Bay_sites_sj,75916376,7591.637600000000020,7592.469037357824163,,,,,,7591515136.000000000000000,7591923200.000000000000000,87913,238317.299999999988358,239330.500000000000000,0.831437357824143,0.000986914483000,8,238.317299999999989,0.056546016257630,60.017097909999997,-154.754936500000014,"K_p, S_s, AC_p",324-10-10150-2207-0030,1,1,nps_lacl_lclaro,4187.000000000000000,418700.000000000000000,0.000001929501423,32.712421417236328,32.712419487734905,3.915995042682064,5.899249071338083,16396.271243709801638,2.444597482681274,12.183702850341799,4187.000000000000000,418700.000000000000000,74,95,21,83.652495820396496,7.524363444153440,350253.000000000000000,22,74,77,85,93,75924688.000000000000000,7592468800.000000000000000,73,3127,3054,600.821639872936998,468.489786247787663,45617195551.000000000000000,2958,75,73,477,1316,75924688.000000000000000,7592468800.000000000000000,0.000001871132554,83.721885681152344,83.721883810019790,16.578651367286099,14.809498512198454,1258728932.521970510482788,11.976874351501465,37.718185424804688,5846797500.000000000000000,1745671300.000000000000000,22.992144000000000,7470351300.000000000000000,122118100.000000000000000,1.608410800000000,458544993.383767247200012,6.039471364684560,514999590.983503520488739,6.783031823370110,512.677759827678415,505.182178360466594,471.239105213544406,495.502763828172647,497.438601570700257,505.979519113094568,485.455552757492626,511.280148821234889,496.314217787543214,497.866214129224545,502.183274533803399,507.858965171277589,504.630507125804229,468.993443216808203,475.075703843091560,486.407926080993036,493.452515177796613,501.681494789794669,493.450070475984262
358,LACL_lclaro_temp, ,npsSWAN,Lake Clark,1,looks good; close to lake,Moved to polyline,Bristol_Bay,72.502428699213041,,,87913,,,2087913.000000000000000,2087913,Bristol_Bay_2087913,2087913,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Bristol_Bay_sites_sj,75916376,7591.637600000000020,7592.469037357824163,,,,,,7591515136.000000000000000,7591923200.000000000000000,87913,238317.299999999988358,239330.500000000000000,0.831437357824143,0.000986914483000,8,238.317299999999989,0.056546016257630,60.016293200000000,-154.754918089999990,"K_p, S_s, AC_p",324-10-10150-2207-0030,1,1,,4187.000000000000000,418700.000000000000000,0.000001929501423,32.712421417236328,32.712419487734905,3.915995042682064,5.899249071338083,16396.271243709801638,2.444597482681274,12.183702850341799,4187.000000000000000,418700.000000000000000,74,95,21,83.652495820396496,7.524363444153440,350253.000000000000000,22,74,77,85,93,75924688.000000000000000,7592468800.000000000000000,73,3127,3054,600.821639872936998,468.489786247787663,45617195551.000000000000000,2958,75,73,477,1316,75924688.000000000000000,7592468800.000000000000000,0.000001871132554,83.721885681152344,83.721883810019790,16.578651367286099,14.809498512198454,1258728932.521970510482788,11.976874351501465,37.718185424804688,5846797500.000000000000000,1745671300.000000000000000,22.992144000000000,7470351300.000000000000000,122118100.000000000000000,1.608410800000000,458544993.383767247200012,6.039471364684560,514999590.983503520488739,6.783031823370110,512.677759827678415,505.182178360466594,471.239105213544406,495.502763828172647,497.438601570700257,505.979519113094568,485.455552757492626,511.280148821234889,496.314217787543214,497.866214129224545,502.183274533803399,507.858965171277589,504.630507125804229,468.993443216808203,475.075703843091560,486.407926080993036,493.452515177796613,501.681494789794669,493.450070475984262
359,LACL_lkijr_stream_water, ,npsSWAN,Little Kijik River,1,moved point (really close to boundary); close to lake; can't confirm stream name BUT it does flow between Kijik Lake and Kijik River,Moved to polyline,Bristol_Bay,66.335319903687022,,,78282,,,2078282.000000000000000,2078282,Bristol_Bay_2078282,2078282,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Bristol_Bay_sites_sj,1118523,111.852300000000000,112.105411113999992,,,,,,111770704.000000000000000,112105696.000000000000000,78282,290623.500000000000000,290984.299999999988358,0.253111113999992,0.000000000000000,4,290.623499999999979,0.000000000000000,60.307277679999999,-154.290516239999988,S_s,324-10-10150-2207-3203-4011,1,1,,3351.000000000000000,335100.000000000000000,0.000002479194791,49.742164611816406,49.742162132621615,22.799449622690563,14.705639809898804,76400.955685636072303,26.652114868164062,39.509937286376953,3351.000000000000000,335100.000000000000000,96,667,571,242.226201133989946,157.374213117031672,811700.000000000000000,532,96,231,180,495,1121054.000000000000000,112105400.000000000000000,94,1323,1229,606.633237114364192,291.187994334917335,680068617.000000000000000,1228,96,1295,640,974,1121054.000000000000000,112105400.000000000000000,0.000002442284767,64.839416503906250,64.839414061621483,23.652309119174035,11.877672051873931,26515515.747286528348923,25.447492599487305,37.007995605468750,94905400.000000000000000,17200000.000000000000000,15.342703999999999,112059500.000000000000000,45900.000000000000000,0.040943610000000,4590925.945887066423893,4.095186753490921,,,512.416666666666629,500.157517899761160,466.745762711864188,487.712560386473569,491.337378640776706,499.507211538461718,466.639423076923208,507.580188679245452,490.937500000000000,486.104761904761915,494.163855421686833,504.621749408983248,499.326086956521920,457.578692493946846,478.019512195121877,479.082125603864768,480.726392251815867,496.688249400479606,484.714285714285722
360,LACL_tazir_stream_water, ,npsSWAN,Tazimina River,1,needs additional review: this point is not on the Tazimina R (maybe a tributary?); moved point into the same catchment as nearest stream (but catchments are a little wonky so unsure if this is correct),Shifted E 1200m to Tazimina.  RS: moved a bit further south based on coordinates from Krista. Site now in correct location.,Bristol_Bay,68.581181641456496,,,82373,,,2082373.000000000000000,2082373,Bristol_Bay_2082373,2082373,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Bristol_Bay_sites_sj,8438351,843.835100000000011,843.839377772000034,,,,,,843592576.000000000000000,843837888.000000000000000,82373,236054.700000000011642,237032.700000000011642,0.004277772000023,0.001022377981000,5,236.054700000000025,0.058577922968756,59.931462269999997,-154.813341430000008,"S_s, K_p, AC_p",324-10-10150-2207-3048,1,1,nps_lacl_tazir_stream_water,2454.000000000000000,245400.000000000000000,0.000002141812502,27.257953643798828,27.257951501986327,4.496719708788162,4.930795367490126,11034.950165366150031,3.030639171600342,11.753208923339848,2454.000000000000000,245400.000000000000000,83,101,18,89.648329258353641,5.952799542399916,219997.000000000000000,19,86,101,87,100,8438394.000000000000000,843839400.000000000000000,83,1791,1708,645.675569308549257,336.305739547627866,5448464850.000000000000000,1709,215,1775,614,1120,8438394.000000000000000,843839400.000000000000000,0.000002141812502,73.869384765625000,73.869382623812498,19.229799688566441,13.110366063639640,162268626.313200920820236,18.000326156616211,36.618221282958984,639283400.000000000000000,204556000.000000000000000,24.241105999999998,842806100.000000000000000,1033300.000000000000000,0.122452214000000,30865950.578510552644730,3.657799267439536,2205563.424924903549254,0.261372422646153,513.633982753113969,502.771850899743185,471.488544691835727,491.963917525773638,494.915939217588516,505.900480000000016,485.134928229665832,508.064567430025647,496.319538017324305,496.953229398663325,497.567135549872205,508.176060797972866,503.498549790524635,465.547127178824439,475.563407550823626,481.811175337187137,492.258709677418949,501.886298307249945,492.662475822049942
361,LACL_tlikr_stream_water, ,npsSWAN,Tlikikila River,1,needs additional review: moved point (really close to boundary) but still not sure if this is the ideal/correct catchment to be using,Moved to appropriate catchment/polyline from 1st order watershed to main stem Tlikikila River.,Bristol_Bay,40.387137297670442,,,41471,,,2041471.000000000000000,2041471,Bristol_Bay_2041471,2041471,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Bristol_Bay_sites_sj,11887399,1188.739900000000034,1188.833941658912408,,,,,,1188676864.000000000000000,1188880640.000000000000000,41471,332557.900000000023283,333245.200000000011642,0.094041658912374,0.001455636180000,7,332.557900000000018,0.083401750714570,60.494633610000001,-153.687042880000007,"S_s, AC_p",324-10-10150-2207-3301,1,1,nps_lacl_tlikr_stream_water,2039.000000000000000,203900.000000000000000,0.000002428950893,16.326526641845703,16.326524212894810,2.656928998748387,3.069722312670180,5417.478228447961556,2.416419029235840,6.746210575103760,2039.000000000000000,203900.000000000000000,94,140,46,98.102010789602645,6.337754476755385,200030.000000000000000,44,96,122,96,105,11888334.000000000000000,1188833400.000000000000000,92,3127,3035,1086.280182235805796,503.153518078645789,12914061624.000000000000000,3010,233,2769,1161,1701,11888334.000000000000000,1188833400.000000000000000,0.000002385827429,83.721885681152344,83.721883295324915,26.249789592263671,15.166062631875349,312066266.102554321289062,26.762984275817871,45.822677612304688,922316600.000000000000000,266516800.000000000000000,22.418346000000000,1188195000.000000000000000,639000.000000000000000,0.053750146000000,733833.146481279982254,0.061727136210233,328048246.942797601222992,27.594118526346527,543.797013041649393,537.055742532603176,535.760412284391236,530.583718973494570,533.912284392092715,536.302271771140681,528.802692469500585,545.405132519982089,517.058687421117725,536.594236432476805,536.428481278921822,542.824358435000136,533.884728649557587,531.255784602440713,529.610643668489615,533.003365586873315,531.416701724861809,535.541228439208226,532.736853176273371
362,MALR, ,fwsakTogiakNWR,Matogak River,1,looks good,Moved to polyline,Bristol_Bay,5.546123880959871,,,20796,,,5020796.000000000000000,5020796,Bristol_Bay_5020796,5020796,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Bristol_Bay_sites_sj,3452522,345.252200000000016,345.273500000000013,,,,,,345201792.000000000000000,345273504.000000000000000,20796,11480.200000000000728,11889.899999999999636,0.021299999999997,0.000000000000000,5,11.480200000000002,0.000000000000000,58.929710190000002,-160.847556550000007,"CO_s, P_s, K_s, S_s, CH_s, AC_p",326-20-10500,1,5,fws_malr,727.000000000000000,72700.000000000000000,0.000000207244483,26.140665054321289,26.140664847076806,1.777458157086189,2.294484751953061,1292.212080201659774,0.681442975997925,4.099952888488770,727.000000000000000,72700.000000000000000,12,29,17,13.526822558459424,1.180554831972255,9834.000000000000000,9,14,18,14,14,3452735.000000000000000,345273500.000000000000000,12,754,742,148.158226449466270,104.763802622928836,511551094.000000000000000,739,31,691,121,300,3452735.000000000000000,345273500.000000000000000,0.000000142086492,55.026283264160156,55.026283122073664,9.232802208280802,8.626875010228385,31878419.332608412951231,6.185309886932373,23.087299346923828,287901900.000000000000000,57371600.000000000000000,16.616275999999999,341054700.000000000000000,4218800.000000000000000,1.221872000000000,2206368.874822796788067,0.639020624178455,,,499.751819505094090,499.697962154293975,441.722707423581255,485.548762736535139,485.700145560407066,506.409024745269846,491.016739446870417,500.056768558951205,500.057496360990115,494.919941775836605,497.368267831149808,503.149199417758382,508.636826783114543,445.819505094614158,438.169577874817890,434.267831149927531,475.532751091702835,483.378457059679818,471.943231441048113
363,mubon10,Bonanza Creek,uaaAKNHP,Bonanza Creek,1,looks good,Moved to polyline,Bristol_Bay,107.610185215382955,,,54200,,,4054200.000000000000000,4054200,Bristol_Bay_4054200,4054200,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Bristol_Bay_sites_sj,1760505,176.050500000000000,176.466600000000000,,,,,,175991392.000000000000000,176466592.000000000000000,54200,445544.299999999988358,446744.599999999976717,0.416100000000000,0.005835603441000,4,445.544300000000021,0.334351652748910,60.692617749999997,-154.864987289999988,"CO_r, K_r",325-30-10100-2202-3590,2,0,accs_mubon10,4754.000000000000000,475400.000000000000000,0.000010101759472,34.952777862548828,34.952767760789357,8.093289099399781,6.823558439116391,38475.496378546558844,5.761739969253540,18.871636581420894,4754.000000000000000,475400.000000000000000,392,461,69,419.097181320992320,18.612510789636787,1992388.000000000000000,70,398,461,419,443,1764666.000000000000000,176466600.000000000000000,392,1300,908,680.626045948635351,138.376312906810057,1201077642.000000000000000,900,620,1266,661,859,1764666.000000000000000,176466600.000000000000000,0.000010101759472,51.432289123535156,51.432279021775685,10.233772472287376,8.727409976496073,18059190.333581473678350,6.393478393554688,24.696521759033203,134320500.000000000000000,42146100.000000000000000,23.883330000000001,176432400.000000000000000,34200.000000000000000,0.019380437000000,546815.665037795435637,0.309869213232303,,,497.884285714285454,488.124285714285577,454.017142857142744,483.349999999999909,484.934285714285693,496.608571428571622,462.241428571428685,493.618571428571272,478.415714285714557,486.670000000000130,487.111428571429030,491.020000000000039,496.979999999999848,424.481428571428694,460.071428571428726,470.448571428571199,477.198571428571483,495.432857142857074,485.919999999999845
364,muekm23,muekm23,uaaAKNHP,Tributary of Koktuli River 3,1,looks good,Moved to polyline,Bristol_Bay,85.089735597754256,,,92244,,,4092244.000000000000000,4092244,Bristol_Bay_4092244,4092244,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Bristol_Bay_sites_sj,221305,22.130500000000001,22.160799999999998,,,,,,21936100.000000000000000,22160800.000000000000000,92244,361624.099999999976717,362722.000000000000000,0.030299999999997,0.007289950419000,3,361.624099999999999,0.417675993068907,59.825413859999998,-155.357097320000008,"CO_p, S_r, CO_r, K_p",325-30-10100-2202-3080-4210-5005,2,0,accs_muekm23,2255.000000000000000,225500.000000000000000,0.000006955926892,27.183212280273438,27.183205324346545,6.611724686300711,4.855256448448849,14909.439167608103162,5.729521751403809,13.784988403320327,2255.000000000000000,225500.000000000000000,266,295,29,279.709977827051148,7.658345461661519,630746.000000000000000,30,272,295,279,291,221608.000000000000000,22160800.000000000000000,266,817,551,445.269976715643281,103.404267255113680,98675389.000000000000000,551,297,812,440,579,221608.000000000000000,22160800.000000000000000,0.000006955926892,42.636127471923828,42.636120515996936,11.971179555805593,7.369969334285922,2652909.159002965781838,10.811930656433105,22.675016975402833,18426300.000000000000000,3734500.000000000000000,16.851828000000001,22160800.000000000000000,0.000000000000000,0.000000000000000,13852.514069912725972,0.062509088435042,,,508.561797752809071,501.898876404494501,472.752808988764059,491.988764044943878,491.842696629213435,504.146067415730329,482.426966292134864,510.303370786516950,497.719101123595408,496.056179775281009,493.426966292134864,502.247191011235941,507.123595505617914,458.292134831460601,469.808988764044784,478.415730337078742,475.370786516854025,501.247191011235884,490.280898876404478
