OID_,ORIG_FID,MERGE_SRC,cat_ID_con,cat_ID,cat_ID_txt,NHDPlusID,Shape_Length,Shape_Area,AwcHuc12_non_north_area,AwcHuc12_north_area,AwcHuc12_wtd_north_per,AwcHuc12_cat_elev_ZONE_CODE,AwcHuc12_cat_elev_COUNT,AwcHuc12_cat_elev_AREA,AwcHuc12_cat_elev_MIN,AwcHuc12_cat_elev_MAX,AwcHuc12_cat_elev_RANGE,AwcHuc12_cat_elev_MEAN,AwcHuc12_cat_elev_STD,AwcHuc12_cat_elev_SUM,AwcHuc12_cat_elev_VARIETY,AwcHuc12_cat_elev_MAJORITY,AwcHuc12_cat_elev_MINORITY,AwcHuc12_cat_elev_MEDIAN,AwcHuc12_cat_elev_PCT90,AwcHuc12_wtd_elev_MIN,AwcHuc12_wtd_elev_MAX,AwcHuc12_wtd_elev_MEAN,AwcHuc12_wtd_elev_STD,AwcHuc12_wtd_slope_MIN,AwcHuc12_wtd_slope_MAX,AwcHuc12_wtd_slope_MEAN,AwcHuc12_wtd_slope_STD,AwcHuc12_cat_slope_ZONE_CODE,AwcHuc12_cat_slope_COUNT,AwcHuc12_cat_slope_AREA,AwcHuc12_cat_slope_MIN,AwcHuc12_cat_slope_MAX,AwcHuc12_cat_slope_RANGE,AwcHuc12_cat_slope_MEAN,AwcHuc12_cat_slope_STD,AwcHuc12_cat_slope_SUM,AwcHuc12_cat_slope_MEDIAN,AwcHuc12_cat_slope_PCT90,AwcHuc12_non_wetland_area,AwcHuc12_wetland_area,AwcHuc12_wtd_wet_per,AwcHuc12_wtd_glacier_area_sqm,AwcHuc12_wtd_glacier_per,AwcHuc12_wtd_lake_area_sqm,AwcHuc12_wtd_lake_per,AwcHuc12_wtd_lcld_mn_2001,AwcHuc12_wtd_lcld_mn_2002,AwcHuc12_wtd_lcld_mn_2003,AwcHuc12_wtd_lcld_mn_2004,AwcHuc12_wtd_lcld_mn_2005,AwcHuc12_wtd_lcld_mn_2006,AwcHuc12_wtd_lcld_mn_2007,AwcHuc12_wtd_lcld_mn_2008,AwcHuc12_wtd_lcld_mn_2009,AwcHuc12_wtd_lcld_mn_2010,AwcHuc12_wtd_lcld_mn_2011,AwcHuc12_wtd_lcld_mn_2012,AwcHuc12_wtd_lcld_mn_2013,AwcHuc12_wtd_lcld_mn_2014,AwcHuc12_wtd_lcld_mn_2015,AwcHuc12_wtd_lcld_mn_2016,AwcHuc12_wtd_lcld_mn_2017,AwcHuc12_wtd_lcld_mn_2018,AwcHuc12_wtd_lcld_mn_2019,HUC12,AWC_OID,AWC_CODE,SPECIES,LSTAGE,sp_ls,sa_sp_hab,sa_sp_count,mult_awc,AWC_CODE_qc,region
1509,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_102746,Kodiak_102746,102746.000000000000000,102746,,47620.000000000000000,42947300.000000000000000,33528900.000000000000000,9418400.000000000000000,21.9301338,70,75.000000000000000,7500.000000000000000,66,68,2,66.453333333333319,0.572557614762239,4984.000000000000000,3,66,68,66,67,66,614,214.990597779137090,120.783541192292134,0.000001342442260,50.717304229736328,16.249432589421371,11.101162371904630,70,75.000000000000000,7500.000000000000000,0.000001807753051,4.044531822204590,4.044530014451539,1.857759521341358,1.318955693572626,139.331964100601880,2.420989513397217,3.408500289916993,35741500.000000000000000,7205800.000000000000000,16.7782383,,,5333.663296873837680,0.012419088736367,448.062201814786363,461.769245098063323,390.596593965160423,454.935057617123448,421.774549273178934,471.296558805789459,455.274545780525443,459.013591075575278,472.961154717524835,458.137270561821140,417.075483208489345,467.477908972159241,460.850432972502858,426.544697804054977,389.965262077013961,399.992209056217007,471.256337418184160,438.476192915499496,404.573463291056555,190207010809,"4414,5954,6093,6342","256-40-10010-2034,256-40-10010-2034,256-40-10010-2034,256-40-10010-2034","CO,DV,P,CH","s,p,s,s","DV_p, P_s, CH_s, CO_s",1,3,0,256-40-10010-2034,Kodiak
1510,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_102936,Kodiak_102936,102936.000000000000000,102936,,49100.000000000000000,60443500.000000000000000,42619900.000000000000000,17823600.000000000000000,29.4880352,71,1005.000000000000000,100500.000000000000000,18,43,25,24.029850746268647,3.799070909935523,24150.000000000000000,23,22,41,23,29,18,1236,533.367169339950351,276.331118317864195,0.000000074812945,76.760742187500000,27.022557143602622,11.971009906893709,71,1005.000000000000000,100500.000000000000000,0.000000501330305,29.397590637207031,29.397590135876726,9.203639284809482,6.146150702028898,9249.657481233529325,7.858066558837891,18.132756042480469,60361500.000000000000000,82000.000000000000000,0.1356639,626254.759162360336632,1.036099430314857,,,518.685742211493562,502.789311008309141,484.351110410658976,497.809394658920212,485.164877321546498,504.022722465575669,503.356462034999822,516.629136474679171,497.983563112849765,511.497307057163937,498.549329505192873,521.385097679139790,515.539437234732304,489.124356927446058,481.066249477520557,501.893233038905976,502.228617485626785,498.027234354542429,487.896639306233112,190207010702,"4969,5065,5244,5777","254-20-10030,254-20-10030,254-20-10030,254-20-10030","P,CO,CH,DV","s,s,s,p","DV_p, P_s, CH_s, CO_s",1,3,0,254-20-10030,Kodiak
1511,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_103016,Kodiak_103016,103016.000000000000000,103016,,56760.000000000000000,80298200.000000000000000,66661600.000000000000000,13636600.000000000000000,16.9824486,72,766.000000000000000,76600.000000000000000,11,31,20,16.420365535248056,2.224549209959805,12578.000000000000000,21,16,11,16,19,11,1213,420.586629588208837,259.907004978181362,0.000000034589913,76.642990112304688,23.754497288867377,13.597064438850534,72,766.000000000000000,76600.000000000000000,0.000000096514057,25.950065612792969,25.950065516278912,3.089892065579275,4.077624335061635,2366.857322233724517,2.421808600425720,7.026618480682373,78842900.000000000000000,1455300.000000000000000,1.8123693,172929.700572646921501,0.215359373650526,158929.921261542476714,0.197924637490682,512.065246917113541,509.337150029532665,474.908799635399248,507.530174431528167,474.441202936188120,505.516544402292766,514.043098662109969,514.371247099390189,505.888685499628991,505.963371514618473,488.023274083266188,523.597906420154800,515.764668262191208,484.299334728040890,466.498930527730408,491.173187821054626,502.132337788985524,494.472681933236288,468.801086071207862,190207011801,"4406,4906,5387,5462,5781,5993,6103","258-52-10040,258-52-10040,258-52-10040-2002,258-52-10040,258-52-10040-2002,258-52-10040,258-52-10040-2002","DV,CH,CO,CO,CH,P,P","p,s,s,s,s,s,s","DV_p, CH_s, CO_s, P_s",1,3,1,258-52-10040,Kodiak
1512,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_103196,Kodiak_103196,103196.000000000000000,103196,,70720.000000000000000,69627300.000000000000000,53655000.000000000000000,15972300.000000000000000,22.9397087,73,16141.000000000000000,1614100.000000000000000,48,387,339,74.638126510129652,60.764487858912595,1204734.000000000000000,332,54,192,56,111,48,771,251.575594630268029,157.862961269112560,0.000001016524834,63.003036499023438,15.637488313961677,12.197338061195010,73,16141.000000000000000,1614100.000000000000000,0.000001041605060,31.493207931518555,31.493206889913495,2.680110148592430,5.674700238709156,43259.657908430417592,0.000001619847808,11.344187736511230,63483200.000000000000000,6144100.000000000000000,8.8242683,,,7820102.653841420076787,11.231374265326130,459.743153667074807,464.253887861768021,409.240156850622327,460.892644135192938,432.689278030886101,482.630725355154595,456.556225090916428,481.118573781705550,476.637976905812707,469.761853763368322,442.256647031012164,474.956164667938310,472.643521461088369,442.171309997751734,402.526512546543529,427.352695791939652,455.655555815220225,447.669881633250213,419.098458347839198,190207011104,"2297,2405,2510,2961,3445,4620,4782,4875,5564,5936","256-20-10010,256-20-10010,256-20-10010,256-20-10010,256-20-10010,256-20-10010-2016,256-20-10010-2016,256-20-10010-2016,256-20-10010-2016,256-20-10010-2016","DV,S,CO,P,K,SH,P,CO,S,DV","p,p,s,p,p,s,s,s,p,p","SH_s, P_s, CO_s, S_p, DV_p",1,2,1,256-20-10010-2016,Kodiak
1513,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_103266,Kodiak_103266,103266.000000000000000,103266,,61300.000000000000000,53960000.000000000000000,39203000.000000000000000,14757000.000000000000000,27.3480358,74,613.000000000000000,61300.000000000000000,14,20,6,16.535073409461656,0.678853175649219,10136.000000000000000,7,17,20,17,17,13,1196,506.471145292803214,258.513875328691938,0.000000105284528,79.736625671386719,27.213731881899484,13.152612256380923,74,613.000000000000000,61300.000000000000000,0.000000127509793,9.532305717468262,9.532305589958469,1.751983274705305,1.887474097737459,1073.965747394352093,1.514358878135681,3.435649871826172,53668500.000000000000000,291500.000000000000000,0.5402150,909277.633553912630305,1.685095688572855,186662.249628205550835,0.345927074922545,523.789451445540067,513.200058970138798,486.172435726267793,515.851764282628551,492.745299078723804,512.169713457063040,512.235641328044380,521.517071905117632,505.272636743964824,515.817099856091204,503.495089530752864,529.602760099108309,520.949476686387243,496.930354043336763,483.920783914009348,509.889223300240815,507.449793789972375,506.853965463512282,490.298661489169547,190207010701,"2161, 2262, 2828, 3498",254-20-10020,,,"CO_s, DV_p, P_s, CH_s",1,3,,254-20-10020,Kodiak
1514,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_103296,Kodiak_103296,103296.000000000000000,103296,,59080.000000000000000,63867800.000000000000000,49822300.000000000000000,14045500.000000000000000,21.9915199,75,2391.000000000000000,239100.000000000000000,131,183,52,149.842325386867316,16.251108210074825,358273.000000000000000,53,134,183,143,171,131,951,366.522349290254908,193.562511874804301,0.000003055671641,70.065399169921875,14.221904283866543,11.743512959560876,75,2391.000000000000000,239100.000000000000000,0.000003055671641,34.751552581787109,34.751549526115468,9.126313771718642,9.291154657218726,21821.016228179272730,5.696281909942627,24.540275573730469,55119600.000000000000000,8748200.000000000000000,13.6973562,,,244997.605827332881745,0.383601135200105,489.197495715288937,484.360166068810315,429.650865377229479,473.858105446219213,449.057056154746363,490.778112791763874,470.764872365444205,492.534210926961407,482.627411621079659,478.928256172962335,462.853948102349648,487.671873945469827,486.885421184621237,456.598270806329708,428.693805925078152,440.858003424784386,477.103920605353835,455.958362405481864,439.097550308960592,190207010903,"2292,2989","257-40-10030,257-40-10030","S,DV","s,p","DV_p, S_s",1,1,0,257-40-10030,Kodiak
1515,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_103556,Kodiak_103556,103556.000000000000000,103556,,65760.000000000000000,68014500.000000000000000,46721000.000000000000000,21293500.000000000000000,31.3072948,76,1572.000000000000000,157200.000000000000000,122,564,442,179.690203562340884,82.347631402903573,282473.000000000000000,279,129,202,138,299,119,1117,516.158336825240667,207.417745599163993,0.000002983868853,65.271987915039062,21.168706433837229,11.704438180110190,76,1572.000000000000000,157200.000000000000000,0.000003258475999,51.196365356445312,51.196362097969313,14.606998929631850,14.125831014908586,22962.202317381266766,8.160840511322021,36.706504821777351,66619600.000000000000000,1394900.000000000000000,2.0508862,,,719772.947234688093886,1.058263969057610,511.377007937851602,491.280011365040252,471.969743697293438,490.917268293554912,479.458907669977464,498.913207809176299,492.043828115458325,507.199458648759560,486.776027299985742,500.553983317167763,489.419622621069095,507.082125316091094,501.752251041135480,473.678238039228177,468.982757596207534,483.902676988551320,488.190435355511624,486.854466064812812,471.255128085515366,190207010803,"2370,2534,3311,3475,3766","255-10-10010-2039,255-10-10010-2039,255-10-10010-2039,255-10-10010-2039,255-10-10010-2039","P,DV,S,SH,CO","p,p,s,s,s","DV_p, S_s, P_p, CO_s, SH_s",1,2,0,255-10-10010-2039,Kodiak
1516,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_103936,Kodiak_103936,103936.000000000000000,103936,,66800.000000000000000,70897000.000000000000000,50764900.000000000000000,20132100.000000000000000,28.3962650,77,549.000000000000000,54900.000000000000000,110,158,48,117.657559198542813,10.135657370227218,64594.000000000000000,48,112,110,113,133,110,1108,439.657250659408305,211.572615450262759,0.000002461051963,75.371757507324219,16.461737753247835,11.615188974094394,77,549.000000000000000,54900.000000000000000,0.000002803356438,31.498285293579102,31.498282490222664,7.387991623328052,7.641433758960956,4056.007401207100429,3.435559511184692,18.881559371948242,67154000.000000000000000,3743000.000000000000000,5.2794900,,,477191.628970608580858,0.673077321989095,509.834282127587244,494.771537582693838,458.979860925006676,491.742620985376163,473.458503180671642,500.590057407221991,491.475415038706501,500.631493575187847,492.808434771565544,496.825039141278637,484.744653511435388,504.604478327722006,503.366653031872886,473.541413600013186,468.003285047313398,484.167864648726095,487.370196200112730,485.982078226155465,467.563987192679122,190207010905,"2864,2887","257-40-10030-2008,257-40-10030-2008","CH,P","s,s","P_s, CH_s",1,2,0,257-40-10030-2008,Kodiak
1517,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_104296,Kodiak_104296,104296.000000000000000,104296,,60480.000000000000000,71857000.000000000000000,61476700.000000000000000,10380300.000000000000000,14.4457741,78,21.000000000000000,2100.000000000000000,12,15,3,14.285714285714285,0.982846068597633,300.000000000000000,4,15,12,15,15,10,1343,431.647744826534733,304.330626186211248,0.000000005545204,86.448951721191406,24.160073017300299,14.046551260200056,78,21.000000000000000,2100.000000000000000,0.000000359050290,7.412951469421387,7.412951110371097,2.819627562191659,2.553172293277085,59.212178806024838,2.421538591384888,6.369911670684814,70680200.000000000000000,1176800.000000000000000,1.6376971,3359989.540506872348487,4.675939074142913,331861.873907008266542,0.461836527975017,519.484672940237829,518.512676569036103,492.411586796457243,504.997690095366806,479.918902662717642,507.583523342367414,515.953858661641334,521.652209832412495,510.768032295048840,511.167586659958090,506.507519203259903,525.919413138126174,517.068203211869445,496.403043798505678,479.133891017059852,493.834650272223143,504.994755896061349,501.784768494414948,479.277147222446956,190207011705,"5155, 5338, 5731, 5963",258-52-10010,,,"P_s, CO_s, CH_s, DV_p",1,3,,258-52-10010,Kodiak
1518,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_105086,Kodiak_105086,105086.000000000000000,105086,,106280.000000000000000,119717000.000000000000000,95572000.000000000000000,24145000.000000000000000,20.1683979,79,2211.000000000000000,221100.000000000000000,54,59,5,56.907281772953425,1.169488626268862,125822.000000000000000,6,57,54,57,59,54,906,293.002189329840064,164.271171063759766,0.000001001715987,74.280273437500000,16.334411649646196,10.957403147194977,79,2211.000000000000000,221100.000000000000000,0.000001084919973,5.239846706390381,5.239845621470408,0.977776168730714,1.256422068727173,2161.863109063607681,0.000001619137606,2.869571685791016,106175000.000000000000000,13542000.000000000000000,11.3116770,,,342718.395247531298082,0.286273791731777,466.767919343112965,470.476672485953657,406.188267330454607,462.680966779992673,439.558226484123111,479.972997151619154,465.068654409987346,476.900242237949215,476.019236198701094,460.616719429990951,444.235568047972151,477.297085626927299,476.409554198646902,441.122851391204506,406.437723680327792,422.568542479347116,464.269609996899646,448.673878396557541,419.935258150476045,190207011102,"2297,2966,6139","256-20-10010,256-20-10010,256-20-10010-2034","DV,K,K","p,s,s",K_s,1,1,1,256-20-10010-2034,Kodiak
1519,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_106486,Kodiak_106486,106486.000000000000000,106486,,110960.000000000000000,183907900.000000000000000,142394200.000000000000000,41513700.000000000000000,22.5730915,80,2207.000000000000000,220700.000000000000000,124,244,120,140.755323969188964,16.626468476026620,310647.000000000000000,96,126,187,137,163,118,951,348.846271421727977,190.443714564575572,0.000002875050995,71.929153442382812,15.358477139157102,12.122426666727469,80,2207.000000000000000,220700.000000000000000,0.000003407404392,30.051200866699219,30.051197459294826,6.415191621042429,4.640265219107294,14158.327907640641570,5.556698799133301,12.156842422485358,168352500.000000000000000,15555400.000000000000000,8.4582558,,,17396934.043817691504955,9.459590394875745,493.959528373616024,483.422921423907042,436.128861229539723,478.195888726617909,459.925677937282899,492.057993157797569,475.287541102467401,493.761200673497456,484.284979232323167,486.465883651990737,467.770162423185354,489.616109254251000,489.787774207069560,459.534629213645985,436.583637437148013,449.945674774941551,476.031722272192667,461.666877670007864,446.884545740830504,190207010904,"2136,2292,2586,2989,3583,3931","257-40-10030,257-40-10030,257-40-10030,257-40-10030,257-40-10030,257-40-10030","K,S,CH,DV,P,SH","p,s,s,p,s,s","DV_p, P_s, CH_s, S_s, K_p, SH_s",1,3,0,257-40-10030,Kodiak
1520,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_107216,Kodiak_107216,107216.000000000000000,107216,,45620.000000000000000,49618100.000000000000000,41033000.000000000000000,8585100.000000000000000,17.3023548,81,43.000000000000000,4300.000000000000000,15,17,2,15.860465116279068,0.701539680418529,682.000000000000000,3,16,17,16,17,6,1325,544.654398294176303,288.065154247265639,0.000000030453517,71.398841857910156,24.182550418044020,12.975787486518291,81,43.000000000000000,4300.000000000000000,0.000000030453517,5.272726535797119,5.272726505343602,2.101923532454076,1.440075580063923,90.382711895525262,2.421114683151245,3.956397724151614,49346900.000000000000000,271200.000000000000000,0.5465747,1777949.701759980060160,3.583268407617341,332619.886423799733166,0.670359982393118,540.142577003154429,529.986821341393011,511.780840056343550,512.371366497301210,505.849159883184711,529.307694168061175,530.171820363952747,545.711897472885084,525.017937002829399,534.454451097482774,528.674991585716839,542.955093000331772,527.990086278994795,513.577289335943078,502.955836680585719,520.802910631379063,516.174313405797534,523.385004665621523,503.209254284230269,190207011701,"5977,6067,6132","258-20-10060,258-20-10060,258-20-10060","CH,CO,P","s,s,s","P_s, CH_s, CO_s",1,3,0,258-20-10060,Kodiak
1521,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_107376,Kodiak_107376,107376.000000000000000,107376,,75540.000000000000000,95415000.000000000000000,80627300.000000000000000,14787700.000000000000000,15.4982967,82,2496.000000000000000,249600.000000000000000,50,368,318,129.228365384615472,88.313067262161738,322554.000000000000000,308,55,50,85,276,50,582,149.285110307601940,100.165407388753053,0.000000974510044,62.705142974853516,12.202116951879448,11.901788148631892,82,2496.000000000000000,249600.000000000000000,0.000001059732426,55.930805206298828,55.930804146566402,20.238531266440358,15.427858969180347,50515.374041035131086,24.095404624938965,37.087888717651367,68702800.000000000000000,26712200.000000000000000,27.9958076,,,821984.583710264530964,0.861483607095598,436.251378714037060,446.616076088660463,385.561390766653687,440.138580935908180,405.006720117388511,463.714622438810977,454.827388775355530,455.771518105121970,471.563808625475019,452.628826704402741,401.901159146884766,455.243415605513178,457.140792328250825,438.064715191531093,388.249240047224191,383.258922516239750,450.898299009578182,431.749298328347606,398.058907928523524,190207011101,"2297,2966,6139","256-20-10010,256-20-10010,256-20-10010-2034","DV,K,K","p,s,s","DV_p, K_s",1,1,1,256-20-10010,Kodiak
1522,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_107686,Kodiak_107686,107686.000000000000000,107686,,185140.000000000000000,324314900.000000000000000,266302700.000000000000000,58012200.000000000000000,17.8876152,83,7820.000000000000000,782000.000000000000000,47,54,7,50.476854219948848,1.913433818753141,394729.000000000000000,8,49,47,50,53,17,906,198.422970082472290,148.295610830194391,0.000000709198730,74.280273437500000,13.392566432374567,11.668455757353730,83,7820.000000000000000,782000.000000000000000,0.000000789917351,10.725766181945801,10.725765392028450,1.200181881954326,1.456160570267653,9385.422316882824816,0.679587244987488,3.367900371551514,250849900.000000000000000,73465000.000000000000000,22.6523666,,,2054233.432418305892497,0.633407047415431,443.970404371973757,450.880263260708318,393.514286821307905,442.199774419241351,416.039621175341154,467.421087522460766,450.419735185924139,459.557020511485860,471.285650513842086,444.578948755657052,414.612371470791572,464.268100217735878,462.281476567666175,431.078197388480760,394.314387602186343,397.335321870670839,444.040606086335004,437.196899748628596,403.397498009647848,190207011103,"2297,2510,2961,2966","256-20-10010,256-20-10010,256-20-10010,256-20-10010","DV,CO,P,K","p,s,p,s","DV_p, P_p, K_s, CO_s",1,2,0,256-20-10010,Kodiak
1523,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_108206,Kodiak_108206,108206.000000000000000,108206,,123820.000000000000000,267766100.000000000000000,198338500.000000000000000,69427600.000000000000000,25.9284496,84,113.000000000000000,11300.000000000000000,121,122,1,121.707964601769902,0.454698498359828,13753.000000000000000,2,122,121,122,122,57,1117,427.339040677668379,233.915019614703851,0.000002050247758,82.576889038085938,19.363295726831328,12.840882249654900,84,113.000000000000000,11300.000000000000000,0.000003091344524,3.435586214065552,3.435583122721027,1.712135811323759,1.117729562543167,193.471346679584741,1.914318799972534,3.268197822570799,264170200.000000000000000,3595900.000000000000000,1.3429258,,,39921071.454359620809555,14.908934123609979,510.904858433991876,490.335038049218213,468.390864916143869,488.953148755364452,478.822367612535686,498.013490297963756,491.019076805010343,505.359332593642307,488.020025479395031,499.824140740893313,486.805691902229341,504.570619580847961,500.961560141058669,473.113019662302804,466.764924724976254,477.197738333964764,486.438581234670551,481.698598136517603,468.207501733119443,190207010804,,,,,"CO_s, P_p, S_s, S_r, DV_p, SH_p",1,2,,255-10-10010-0010,Kodiak
1524,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_108376,Kodiak_108376,108376.000000000000000,108376,,239020.000000000000000,520919700.000000000000000,419546100.000000000000000,101373600.000000000000000,19.4605045,85,93.000000000000000,9300.000000000000000,12,31,19,15.709677419354840,3.629569852654246,1461.000000000000000,15,14,17,15,22,8,906,190.887532569798765,143.649099953953794,0.000000004183876,74.280273437500000,13.373224504097806,11.562887928187259,85,93.000000000000000,9300.000000000000000,0.000000383505409,23.169050216674805,23.169049833169396,5.884013026810230,5.918410551006921,547.213211493351423,3.435252666473389,16.734041976928708,423863500.000000000000000,97056200.000000000000000,18.6317005,,,10530717.195649612694979,2.021562477988375,440.620168901420243,447.142692812023370,393.926638681948930,441.162025880813701,411.671022898320018,466.761326339639197,443.211043713917036,456.499206552185512,469.917077761562439,440.043085903840051,410.510405633711173,463.986287864925373,458.893805671463042,427.673614545528721,391.652900946088153,396.906369284726111,433.665679252250811,434.026281117478902,401.856761243584572,190207011105,"2297,2405,2782,3345,3445,4281,4286","256-20-10010,256-20-10010,256-20-10010,256-20-10010,256-20-10010,256-20-10010,256-20-10010","DV,S,CO,P,K,CH,SH","p,p,p,p,p,p,p","DV_p, CO_p, CH_p, S_p, K_p, P_p, SH_p",2,0,0,256-20-10010,Kodiak
1525,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_108606,Kodiak_108606,108606.000000000000000,108606,,63480.000000000000000,80064200.000000000000000,63081000.000000000000000,16983200.000000000000000,21.2119770,86,10925.000000000000000,1092500.000000000000000,66,81,15,72.144073226544364,2.879982658564401,788174.000000000000000,16,72,81,72,76,66,764,283.429311727352513,135.205694081514707,0.000001321107334,67.322998046875000,17.174117430063777,10.596040351402962,86,10925.000000000000000,1092500.000000000000000,0.000001321107334,9.111145019531250,9.111143698423916,1.096247438849481,1.477604986751269,11976.503269430573710,0.000002109365141,3.367893934249878,72076300.000000000000000,7987900.000000000000000,9.9768686,,,13633.914376921686198,0.017028727417400,474.381618750954544,474.507210463594674,406.369187477041180,463.454697605157264,451.993079303871752,480.893250666330289,467.719922262368186,476.645850455011271,478.590292540238920,475.097795269297137,449.684195932775992,479.272787338164051,478.719006747074673,440.947382225747560,399.131796733117085,427.407757774376080,467.980852865575002,449.549888714294184,424.537326295655021,190207010810,"2557,2934,3096,3551,4140,4414,5954,6093,6342","256-40-10010,256-40-10010,256-40-10010,256-40-10010,256-40-10010,256-40-10010-2034,256-40-10010-2034,256-40-10010-2034,256-40-10010-2034","DV,CH,SH,CO,P,CO,DV,P,CH","p,s,p,s,s,s,p,s,s","DV_p, CH_s, SH_p, CO_s, P_s",1,3,1,256-40-10010,Kodiak
1526,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_117795,Kodiak_117795,117795.000000000000000,117795,,26200.000000000000000,17123300.000000000000000,12366200.000000000000000,4757100.000000000000000,27.7814445,87,3116.000000000000000,311600.000000000000000,16,370,354,99.114569961489195,63.126505875666176,308841.000000000000000,291,36,209,86,189,16,825,465.560481916456013,151.752302418798024,0.000000056800154,72.188560485839844,18.102212547681958,8.266551785332121,87,3116.000000000000000,311600.000000000000000,0.000000056800154,48.448684692382812,48.448684635582659,15.033974623391822,10.765826575068489,46845.864926488917263,12.394247531890869,31.372485160827637,16783100.000000000000000,340200.000000000000000,1.9867666,,,41120.122988492235891,0.240141345351026,506.504305571916234,487.080280362825533,447.822641842932114,483.397049122393071,483.720479585218925,492.806787250339312,486.056772521063408,500.374826245731867,483.811918930064735,493.320279184833680,480.525617156662122,505.378778059271895,498.551758675545386,467.722705854639059,427.831579567546612,462.882848392037090,478.046919542932585,470.467275297439357,466.099292994754762,190207010704,"4619,5423","254-10-10070,254-10-10070","P,CH","s,s","P_s, CH_s",1,2,0,254-10-10070,Kodiak
1527,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_121025,Kodiak_121025,121025.000000000000000,121025,,33580.000000000000000,24757300.000000000000000,20758700.000000000000000,3998600.000000000000000,16.1511955,88,1319.000000000000000,131900.000000000000000,12,240,228,98.252463987869675,67.638712270738225,129595.000000000000000,220,15,42,106,193,-35,676,195.541504929857496,155.970254612760328,0.000000010522011,70.406379699707031,22.387156349226302,14.690884966794698,88,1319.000000000000000,131900.000000000000000,0.000000371600152,54.423934936523438,54.423934564923286,21.824691453752166,13.532677708638639,28786.768027499107120,21.552755355834961,41.004889678955095,24014600.000000000000000,742700.000000000000000,2.9999232,,,1149842.493492747889832,4.644458375884074,460.194284822140162,481.826337189179583,429.141125885580834,469.569476535130605,431.361541751039340,481.009337429792652,479.319114217937283,492.509042652310654,491.092507867521306,467.614890284505066,471.044043986414749,489.652201592566485,479.766121422632295,452.337445501131128,401.065452910995646,414.717987952605085,449.769814188586963,445.762974410765082,412.735772719423721,190207011609,"4931,5116,5595,5642,6219","259-41-10010,259-41-10010,259-41-10010,259-41-10010,259-41-10010","S,CO,DV,P,K","p,p,p,s,p","DV_p, P_s, CO_p, S_p, K_p",1,1,0,259-41-10010,Kodiak
1528,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Kodiak_Watersheds\Kodiak_wtd_122415,Kodiak_122415,122415.000000000000000,122415,,41720.000000000000000,40672000.000000000000000,34806500.000000000000000,5865500.000000000000000,14.4214697,89,1880.000000000000000,188000.000000000000000,11,149,138,47.779255319148859,38.977239614371015,89825.000000000000000,136,13,118,29,105,10,1326,397.158460365849010,278.128257583040465,0.000000079597008,62.102195739746094,18.387796984537786,10.514016007468808,89,1880.000000000000000,188000.000000000000000,0.000000079597008,54.290664672851562,54.290664593254554,15.523470960090568,14.797814609743257,29184.125404970269301,11.787886142730713,37.971507263183604,40552000.000000000000000,120000.000000000000000,0.2950433,,,259489.675511993234977,0.638005693135310,488.069895751365891,480.395313729353916,461.006478658541482,472.774985247841641,460.059532356409250,482.959094708891087,486.009645456333601,501.384866738789867,479.692080546817522,512.928215971658801,478.840074252553563,484.116930566490794,489.089821007076978,447.965322580652071,440.621117722272118,462.590949547603486,475.918781963023548,473.204956726990304,448.866824842639289,190207010401,"4664, 4801",253-12-10010,,,"P_s, CO_s",1,2,,253-12-10010,Kodiak
