OID_,non_north_area,north_area,region,wtd_north_per,cat_ID_txt,cat_ID_con,wtd_elev_COUNT,wtd_elev_AREA,wtd_elev_MIN,wtd_elev_MAX,wtd_elev_RANGE,wtd_elev_MEAN,wtd_elev_STD,wtd_elev_SUM,wtd_elev_VARIETY,wtd_elev_MAJORITY,wtd_elev_MINORITY,wtd_elev_MEDIAN,wtd_elev_PCT90,wtd_slope_ZONE_CODE,wtd_slope_COUNT,wtd_slope_AREA,wtd_slope_MIN,wtd_slope_MAX,wtd_slope_RANGE,wtd_slope_MEAN,wtd_slope_STD,wtd_slope_SUM,wtd_slope_MEDIAN,wtd_slope_PCT90,non_wetland_area,wetland_area,wtd_wet_per,O1Region,wtd_glacier_area_sqm,wtd_glacier_per,FType,wtd_lake_area_sqm,wtd_lake_per
217,475772275.000000000000000,112001225.000000000000000,Cook_Inlet,19.0551682,75000200008508.0,Cook_Inlet_75000200008508,23510940.000000000000000,587773500.000000000000000,35,2061,2026,492.344893483628141,479.120831450994331,11575491250.000000000000000,2027,67,2061,225,1262,217,23510940.000000000000000,587773500.000000000000000,0.000000000000000,80.575370788574219,80.575370788574219,12.189791759620107,13.755223122970870,286593462.672922730445862,5.752449989318848,34.374240875244141,530106150.000000000000000,57667350.000000000000000,9.8111515, 1,1732496.165296413004398,0.294755932844027,390,9828265.082048790529370,1.672118819381071
218,3874875.000000000000000,71325.000000000000000,Cook_Inlet,1.8074350,75000200007670.0,Cook_Inlet_75000200007670,157848.000000000000000,3946200.000000000000000,164,1200,1036,437.202017130403306,241.986421095301495,69011464.000000000000000,1037,203,1200,343,837,218,157848.000000000000000,3946200.000000000000000,0.020257117226720,64.920280456542969,64.900023339316249,17.586450393026087,14.811530059211519,2775986.021638381760567,11.813007354736328,39.235947418212902,3945350.000000000000000,850.000000000000000,0.0215397,,,,,,
219,10103800.000000000000000,4559925.000000000000000,Cook_Inlet,31.0966339,75000200008676.0,Cook_Inlet_75000200008676,586549.000000000000000,14663725.000000000000000,68,292,224,142.269522239403699,47.148995145575846,83448046.000000000000000,225,98,68,133,209,219,586549.000000000000000,14663725.000000000000000,0.000000000000000,43.469093322753906,43.469093322753906,5.889076938323734,6.141932216081235,3454232.189096848014742,3.601754665374756,15.101693725585944,12824450.000000000000000,1839275.000000000000000,12.5430269,,,,390,279846.451898741419427,1.908402204807922
220,520283350.000000000000000,125487775.000000000000000,Cook_Inlet,19.4322376,75000200018667.0,Cook_Inlet_75000200018667,25830845.000000000000000,645771125.000000000000000,34,2061,2027,452.811721529046963,474.025407791595057,11696509393.000000000000000,2028,62,2061,196,1236,220,25830845.000000000000000,645771125.000000000000000,0.000000000000000,80.575370788574219,80.575370788574219,11.249448759792575,13.491567284874208,290582767.249644219875336,4.737684726715088,33.399791717529297,551952625.000000000000000,93818500.000000000000000,14.5281353, 1,1724219.482712012249976,0.267001756096211,390,16257997.847851637750864,2.517611023137848
221,11622225.000000000000000,476500.000000000000000,Cook_Inlet,3.9384315,75000200011572.0,Cook_Inlet_75000200011572,483949.000000000000000,12098725.000000000000000,121,1186,1065,733.252786967223528,324.011444680038665,354856953.000000000000000,1066,1038,121,830,1079,221,483949.000000000000000,12098725.000000000000000,0.020257117226720,53.126422882080078,53.106165764853358,11.329419732635129,8.119923673937270,5482861.350189038552344,9.308856010437012,23.360964584350590,12092675.000000000000000,6050.000000000000000,0.0500053,,,,,,
222,12045425.000000000000000,692050.000000000000000,Cook_Inlet,5.4331803,75000200011623.0,Cook_Inlet_75000200011623,509499.000000000000000,12737475.000000000000000,119,1176,1057,569.189594091448953,328.877297382763800,290001529.000000000000000,1058,137,1176,473,1065,222,509499.000000000000000,12737475.000000000000000,0.000000000000000,58.839866638183594,58.839866638183594,14.144406951143566,10.181501659106914,7206561.197200695984066,11.230377197265625,30.059465408325195,12720400.000000000000000,17075.000000000000000,0.1340533,,,,,,
223,127062850.000000000000000,38740700.000000000000000,Cook_Inlet,23.3654232,75000200019765.0,Cook_Inlet_75000200019765,6632142.000000000000000,165803550.000000000000000,201,2061,1860,1090.845390071564452,342.531533812848636,7234641527.000000000000000,1861,1289,2061,1120,1513,223,6632142.000000000000000,165803550.000000000000000,0.000000000000000,80.575370788574219,80.575370788574219,26.353610917978006,13.762785932665913,174780889.820780485868454,26.378780364990234,44.369704818725602,165746875.000000000000000,56675.000000000000000,0.0341820, 1,1727433.001815770985559,1.041855058065329,390,370845.092188583803363,0.223665308379112
224,16293000.000000000000000,4786050.000000000000000,Cook_Inlet,22.7052460,75000200016095.0,Cook_Inlet_75000200016095,843162.000000000000000,21079050.000000000000000,19,83,64,41.256221224391496,9.482680206916026,34785678.000000000000000,65,41,83,41,54,224,843162.000000000000000,21079050.000000000000000,0.000000000000000,43.785556793212891,43.785556793212891,4.324622713078788,5.947345102470885,3646357.536004936788231,1.563482284545898,12.809128952026370,15564775.000000000000000,5514275.000000000000000,26.1599789,,,,390,1856270.017682886449620,8.806184259591623
225,166656825.000000000000000,43048400.000000000000000,Cook_Inlet,20.5280533,75000200014508.0,Cook_Inlet_75000200014508,8388209.000000000000000,209705225.000000000000000,166,2061,1895,968.896216701321464,420.380454993587023,8127303965.000000000000000,1896,230,2061,1033,1474,225,8388209.000000000000000,209705225.000000000000000,0.000000000000000,80.575370788574219,80.575370788574219,23.762562648215379,14.632827506598826,199325341.868824064731598,23.857149124145508,42.839946746826172,209322425.000000000000000,382800.000000000000000,0.1825420, 1,1728788.714714423054829,0.824389562781244,390,370845.092188583803363,0.176841056866465
226,1428224575.000000000000000,317746100.000000000000000,Cook_Inlet,18.1988220,75000200015883.0,Cook_Inlet_75000200015883,69838827.000000000000000,1745970675.000000000000000,23,453,430,143.905457031803223,85.329299568765293,10050188318.000000000000000,431,53,453,113,285,226,69838827.000000000000000,1745970675.000000000000000,0.000000000000000,58.658927917480469,58.658927917480469,2.711847039709811,3.827993114770043,189392216.256755620241165,1.346659898757935,6.511234760284424,1025666500.000000000000000,720304175.000000000000000,41.2552261,,,,390,34547628.396182037889957,1.978706285962414
227,8743225.000000000000000,835525.000000000000000,Cook_Inlet,8.7226934,75000200014057.0,Cook_Inlet_75000200014057,383150.000000000000000,9578750.000000000000000,105,959,854,360.895662273258893,215.174472421481539,138277173.000000000000000,855,223,959,255,721,227,383150.000000000000000,9578750.000000000000000,0.000000000000000,68.424026489257812,68.424026489257812,10.356830678176804,8.591286221484459,3968219.674343442544341,7.761972904205322,23.285749626159681,9541750.000000000000000,37000.000000000000000,0.3862717,,,,,,
228,4710250.000000000000000,189450.000000000000000,Cook_Inlet,3.8665633,75000200019263.0,Cook_Inlet_75000200019263,195988.000000000000000,4899700.000000000000000,133,1234,1101,482.869012388510441,324.654823355904739,94636532.000000000000000,1102,251,133,298,1067,228,195988.000000000000000,4899700.000000000000000,0.000000000000000,69.106483459472656,69.106483459472656,12.622428885638419,11.596838094173798,2473844.592438502237201,7.935427904129028,32.131351470947266,4886500.000000000000000,13200.000000000000000,0.2694043,,,,,,
229,251306550.000000000000000,54074450.000000000000000,Cook_Inlet,17.7072086,75000200003896.0,Cook_Inlet_75000200003896,12215240.000000000000000,305381000.000000000000000,105,2061,1956,801.252572114833697,470.819314736289243,9787492469.000000000000000,1957,211,2061,853,1404,229,12215240.000000000000000,305381000.000000000000000,0.000000000000000,80.575370788574219,80.575370788574219,19.523186184575749,14.976864753950311,238480404.809277087450027,17.252040863037109,40.139541625976562,304004550.000000000000000,1376450.000000000000000,0.4507320, 1,1724608.451024698792025,0.564742731585914,390,449655.039086515316740,0.147244677418928
230,57417075.000000000000000,12120100.000000000000000,Cook_Inlet,17.4296703,75000200005619.0,Cook_Inlet_75000200005619,2781487.000000000000000,69537175.000000000000000,24,150,126,80.615566062325783,22.991765821114370,224231149.000000000000000,127,68,24,77,118,230,2781487.000000000000000,69537175.000000000000000,0.000000000000000,48.625434875488281,48.625434875488281,2.379152730103159,3.813147238563783,6617582.389796445146203,1.105129599571228,5.420832157135010,48649925.000000000000000,20887250.000000000000000,30.0375309,,,,390,692382.703351761563681,0.995701463817542
231,212085075.000000000000000,48680075.000000000000000,Cook_Inlet,18.6681671,75000200014207.0,Cook_Inlet_75000200014207,10430606.000000000000000,260765150.000000000000000,125,2061,1936,858.372064863726337,464.149669426198670,8953340810.000000000000000,1937,211,2061,929,1433,231,10430606.000000000000000,260765150.000000000000000,0.000000000000000,80.575370788574219,80.575370788574219,21.191847046437005,15.112686548312579,221043806.953648090362549,20.322251319885254,41.358699798583984,260057275.000000000000000,707875.000000000000000,0.2714607, 1,1722186.990594577509910,0.660435840125308,390,447618.903222745342646,0.171655904974535
232,37469042800.000000000000000,12669334900.000000000000000,Cook_Inlet,25.2687378,75000200007927.0,Cook_Inlet_75000200007927,2005535108.000000000000000,50138377700.000000000000000,11,6162,6151,914.734259095310790,577.625651512731338,1834531671106.000000000000000,6152,720,6161,891,1622,232,2005535108.000000000000000,50138377700.000000000000000,0.000000000000000,88.320518493652344,88.320518493652344,14.356311831459989,13.992811180288644,28792087399.388786315917969,8.997109413146973,36.140769958496094,46514844350.000000000000000,3623533350.000000000000000,7.2270656, 1,4409963948.276700019836426,8.795586200479251,390,624416664.180240750312805,1.245386733140798
233,43018050.000000000000000,13026050.000000000000000,Cook_Inlet,23.2425003,75000200011034.0,Cook_Inlet_75000200011034,2241764.000000000000000,56044100.000000000000000,35,81,46,53.210465508412391,7.820706863447605,119285306.000000000000000,47,49,81,52,65,233,2241764.000000000000000,56044100.000000000000000,0.000000000000000,42.752178192138672,42.752178192138672,1.705181747909482,3.090886860738870,3822615.055920552928001,0.657313823699951,4.279503822326660,20511800.000000000000000,35532300.000000000000000,63.4006081,,,,390,6428745.584427435882390,11.470925782728763
234,1370409475.000000000000000,305567550.000000000000000,Cook_Inlet,18.2322044,75000200015882.0,Cook_Inlet_75000200015882,67039081.000000000000000,1675977025.000000000000000,24,453,429,146.553431721416501,85.942430759416879,9824807380.000000000000000,430,106,453,115,288,234,67039081.000000000000000,1675977025.000000000000000,0.000000000000000,58.658927917480469,58.658927917480469,2.725351439454788,3.826553629273850,182705055.903076112270355,1.359388351440430,6.546443939208984,976646975.000000000000000,699330050.000000000000000,41.7267075,,,,390,33857890.424508079886436,2.020187496689733
235,568406475.000000000000000,139045075.000000000000000,Cook_Inlet,19.6543598,75000200016094.0,Cook_Inlet_75000200016094,28298062.000000000000000,707451550.000000000000000,15,2061,2046,417.146155627194219,467.503874841132642,11804427775.000000000000000,2047,62,2061,170,1210,235,28298062.000000000000000,707451550.000000000000000,0.000000000000000,80.575370788574219,80.575370788574219,10.669670729650880,13.142862685739198,301931003.827245831489563,4.388870239257812,32.419960021972656,602619225.000000000000000,104832325.000000000000000,14.8183041, 1,1731813.903094311011955,0.244796182970502,390,20705525.525753505527973,2.926777297518161
236,50493750.000000000000000,19199950.000000000000000,Cook_Inlet,27.5490475,75000200008452.0,Cook_Inlet_75000200008452,2787748.000000000000000,69693700.000000000000000,16,109,93,45.071004624521336,11.539113731267580,125646603.000000000000000,94,41,109,42,61,236,2787748.000000000000000,69693700.000000000000000,0.000000000000000,45.009670257568359,45.009670257568359,4.438491673072447,5.273187486022429,12373396.284624366089702,2.508399248123169,11.548937797546387,56774425.000000000000000,12919275.000000000000000,18.5372200,,,,390,5578190.276981143280864,8.003959196338268
237,296413950.000000000000000,54101775.000000000000000,Cook_Inlet,15.4349070,75005300022831.0,Cook_Inlet_75005300022831,14020629.000000000000000,350515725.000000000000000,14,851,837,330.930792691243141,163.704461715633244,4639857869.000000000000000,838,423,14,330,531,237,14020629.000000000000000,350515725.000000000000000,0.000000000000000,64.320640563964844,64.320640563964844,6.269398793265418,6.297892814695051,87900914.533422112464905,5.044112682342529,14.525315284729004,326169075.000000000000000,24346650.000000000000000,6.9459510,,,,390,2517630.119021766353399,0.718263777193693
238,234170075.000000000000000,67874925.000000000000000,Cook_Inlet,22.4717922,75005300011378.0,Cook_Inlet_75005300011378,12081800.000000000000000,302045000.000000000000000,3,948,945,341.138901157105977,179.377109156278351,4121571976.000000000000000,946,246,3,293,598,238,12081800.000000000000000,302045000.000000000000000,0.000000000000000,73.799888610839844,73.799888610839844,6.665626190717549,6.547789009525142,80532762.511011287570000,5.325502395629883,14.619750022888184,264493075.000000000000000,37551925.000000000000000,12.4325600,,,,390,1210301.637445350643247,0.400701499477016
239,201184675.000000000000000,81278050.000000000000000,Cook_Inlet,28.7747879,75005400001203.0,Cook_Inlet_75005400001203,11298509.000000000000000,282462725.000000000000000,8,1446,1438,434.290948920771143,275.651418922109315,4906840195.000000000000000,1436,282,1419,396,836,239,11298509.000000000000000,282462725.000000000000000,0.000000000000000,78.141677856445312,78.141677856445312,14.170803457389443,11.288262483055471,160108950.400545746088028,11.187882423400879,31.157457733154427,282462725.000000000000000,0.000000000000000,0.0000000, 1,3858982.673593330662698,1.366179561788824,390,5116356.178836075589061,1.811322266406843
240,27218225.000000000000000,2272025.000000000000000,Cook_Inlet,7.7043262,75005400029139.0,Cook_Inlet_75005400029139,1179610.000000000000000,29490250.000000000000000,4,1055,1051,332.134152813222499,275.650408701217657,391788768.000000000000000,1052,14,4,317,725,240,1179610.000000000000000,29490250.000000000000000,0.000000000000000,82.908561706542969,82.908561706542969,18.651046964392563,17.020503649557092,22000961.509667109698057,16.974771499633789,42.462709808349643,28521150.000000000000000,969100.000000000000000,3.2861710,,,,390,137200.022518834884977,0.465238424817754
241,9049550.000000000000000,1731775.000000000000000,Cook_Inlet,16.0627289,75005400013272.0,Cook_Inlet_75005400013272,431253.000000000000000,10781325.000000000000000,40,916,876,246.310267986542272,201.821516217710865,106222042.000000000000000,877,42,916,179,557,241,431253.000000000000000,10781325.000000000000000,0.000000000000000,59.093658447265625,59.093658447265625,16.124058333419104,11.453788460252326,6953548.528461989015341,15.342321395874023,32.024532318115234,10781325.000000000000000,0.000000000000000,0.0000000,,,,390,1190670.289930444909260,11.044004789310021
242,5144025.000000000000000,2100450.000000000000000,Copper_River,28.9938202,75019800000406.0,Copper_River_75019800000406,289779.000000000000000,7244475.000000000000000,663,724,61,690.254721701710878,14.540241275477348,200021323.000000000000000,62,700,724,690,710,1,289779.000000000000000,7244475.000000000000000,0.000000000000000,18.045211791992188,18.045211791992188,0.890537206635487,1.039735192336503,258058.981201624817913,0.500301182270050,1.923702955245972,6345225.000000000000000,899250.000000000000000,12.4129076,,,,,,
243,429818425.000000000000000,131853025.000000000000000,Copper_River,23.4751167,75019800010313.0,Copper_River_75019800010313,22466858.000000000000000,561671450.000000000000000,728,2810,2082,1223.654894289264348,374.000657352587439,27491680751.000000000000000,2082,887,2801,1073,1778,2,22466858.000000000000000,561671450.000000000000000,0.000000000000000,85.975387573242188,85.975387573242188,14.108449571430793,14.171197177245070,316972533.121496498584747,7.652749061584473,35.601264953613281,487125600.000000000000000,74545850.000000000000000,13.2721453, 1,2268092.297113437205553,0.403812212877399,390,20597948.226868588477373,3.667268331545279
244,31217200.000000000000000,3951975.000000000000000,Copper_River,11.2370424,75019800014348.0,Copper_River_75019800014348,1406767.000000000000000,35169175.000000000000000,877,2150,1273,1255.223919099595832,297.137649652654034,1765807587.000000000000000,1274,924,2149,1193,1684,3,1406767.000000000000000,35169175.000000000000000,0.000000000000000,59.174312591552734,59.174312591552734,16.122118081809234,12.591921859616917,22680063.687592528760433,11.478501319885254,35.137966918945317,32266250.000000000000000,2902925.000000000000000,8.2541742,,,,390,111418.217691595011274,0.316805798314277
245,12245450.000000000000000,479300.000000000000000,Copper_River,3.7666752,75019800001957.0,Copper_River_75019800001957,508990.000000000000000,12724750.000000000000000,948,2102,1154,1300.887722745039582,238.792415254368024,662138842.000000000000000,1155,1082,2102,1241,1630,4,508990.000000000000000,12724750.000000000000000,0.000000000000000,58.983112335205078,58.983112335205078,16.914729644411867,11.333537563890797,8609428.241709196940064,12.680520057678223,34.051599121093751,12634125.000000000000000,90625.000000000000000,0.7121947,,,,390,6051.472868818024835,0.047556147487983
246,1398974050.000000000000000,224045125.000000000000000,Copper_River,13.8042192,75019800019692.0,Copper_River_75019800019692,64920767.000000000000000,1623019175.000000000000000,430,3002,2572,943.960816390143236,333.774520494618116,61282660218.000000000000000,2573,680,2999,853,1340,5,64920767.000000000000000,1623019175.000000000000000,0.000000000000000,80.067481994628906,80.067481994628906,5.148106555352742,7.592097163735050,334219026.171227931976318,2.406540870666504,12.956977844238281,1479275725.000000000000000,143743450.000000000000000,8.8565464, 1,106522959.762084782123566,6.563267003406949,390,41094948.288226723670959,2.532009237344107
247,3659313750.000000000000000,891848100.000000000000000,Copper_River,19.5960541,75019600118138.0,Copper_River_75019600118138,182046474.000000000000000,4551161850.000000000000000,565,1903,1338,839.047833164959002,180.852218486100440,152745699545.000000000000000,1339,643,1903,801,1088,6,182046474.000000000000000,4551161850.000000000000000,0.000000000000000,73.551231384277344,73.551231384277344,4.134779394490044,4.918799845298731,752722009.534767627716064,2.516870021820068,9.846720695495605,4162859850.000000000000000,388302000.000000000000000,8.5319309, 1,12585.305205989665410,0.000276529281985,390,333630127.393446266651154,7.330652540143612
248,309286750.000000000000000,61125825.000000000000000,Copper_River,16.5020924,75019700004190.0,Copper_River_75019700004190,14816503.000000000000000,370412575.000000000000000,411,3109,2698,1240.474643713207797,475.538611143183459,18379496280.000000000000000,2698,706,3107,1159,1888,7,14816503.000000000000000,370412575.000000000000000,0.000000000000000,78.650764465332031,78.650764465332031,22.297055286929666,14.476098009765559,330364386.549959242343903,20.781639099121094,41.038082122802734,367129775.000000000000000,3282800.000000000000000,0.8862550, 1,38167498.567062430083752,10.304029431973555,390,283710.201985866355244,0.076592870404568
249,30114575.000000000000000,3413300.000000000000000,Copper_River,10.1804838,75019700004084.0,Copper_River_75019700004084,1341115.000000000000000,33527875.000000000000000,389,1961,1572,835.446950485234197,413.294349864088019,1120430437.000000000000000,1573,428,389,684,1466,8,1341115.000000000000000,33527875.000000000000000,0.000000000000000,69.265487670898438,69.265487670898438,19.647501673503800,14.206316112983130,26349559.206861048936844,18.343034744262695,38.374716186523443,33203875.000000000000000,324000.000000000000000,0.9663601,,,,390,293443.664700410212390,0.875203477770702
250,590558025.000000000000000,109810925.000000000000000,Copper_River,15.6790113,75019700017692.0,Copper_River_75019700017692,28014758.000000000000000,700368950.000000000000000,398,4958,4560,1724.450038404654151,824.030878345768542,48310050509.000000000000000,4561,408,4958,1564,2985,9,28014758.000000000000000,700368950.000000000000000,0.000000000000000,77.579307556152344,77.579307556152344,22.395227184340694,14.900754570926397,627396869.924325942993164,20.072637557983398,43.247200012207031,699337925.000000000000000,1031025.000000000000000,0.1472117, 1,403845549.738452613353729,57.661881896273961,390,2196422.554798114113510,0.313609641188581
251,92301725.000000000000000,49442825.000000000000000,Copper_River,34.8816414,75019700001794.0,Copper_River_75019700001794,5669782.000000000000000,141744550.000000000000000,380,2050,1670,1104.229787141735869,324.218623766848168,6260742171.000000000000000,1671,843,380,1024,1580,10,5669782.000000000000000,141744550.000000000000000,0.000000000000000,70.423706054687500,70.423706054687500,18.281409151982814,12.897787268133895,103651604.544547423720360,15.080863952636719,36.647644042968750,140065350.000000000000000,1679200.000000000000000,1.1846664,,,,390,248977.417476857663132,0.175654213695844
252,22716500.000000000000000,5420225.000000000000000,Copper_River,19.2638798,75019700003889.0,Copper_River_75019700003889,1125469.000000000000000,28136725.000000000000000,418,1880,1462,606.449810701129536,238.083153692942176,682540462.000000000000000,1463,429,1849,506,912,11,1125469.000000000000000,28136725.000000000000000,0.000000000000000,58.453216552734375,58.453216552734375,8.356328205660525,9.014350415912954,9404788.349296545609832,5.258460044860840,19.941147994995141,27465375.000000000000000,671350.000000000000000,2.3860276,,,,390,821616.287412187433802,2.920222537011295
253,38891239550.000000000000000,12209138800.000000000000000,Copper_River,23.8924618,75003900062338.0,Copper_River_75003900062338,2044015134.000000000000000,51100378350.000000000000000,130,4992,4862,1183.083531645744415,620.737538750210319,2418240643470.000000000000000,4863,541,4992,1024,2023,12,2044015134.000000000000000,51100378350.000000000000000,0.000000000000000,86.583854675292969,86.583854675292969,13.875167326492935,14.349211625788824,28361052002.133876800537109,7.725684642791748,36.157737731933594,48616577175.000000000000000,2483801175.000000000000000,4.8606315, 1,8336448276.219681739807129,16.313869719622460,390,1059283394.712429523468018,2.072946502504348
254,44269000.000000000000000,9756600.000000000000000,Copper_River,18.0592155,75003900033524.0,Copper_River_75003900033524,2161024.000000000000000,54025600.000000000000000,16,1446,1430,623.351299198878905,313.175572918681041,1347077118.000000000000000,1430,132,1442,647,1034,13,2161024.000000000000000,54025600.000000000000000,0.000000000000000,79.818916320800781,79.818916320800781,27.117403304416321,13.552443315228649,58601359.358522973954678,27.763090133666992,44.190624999999997,53866300.000000000000000,159300.000000000000000,0.2948602, 1,6581459.272097735665739,12.182072764248279,390,212347.892328195914160,0.393049226429738
255,45679575.000000000000000,6455025.000000000000000,Copper_River,12.3814611,75003900054316.0,Copper_River_75003900054316,2085384.000000000000000,52134600.000000000000000,21,1467,1446,519.563178292345924,358.013379003013199,1083488739.000000000000000,1447,106,1466,522,1004,14,2085384.000000000000000,52134600.000000000000000,0.000000000000000,80.317794799804688,80.317794799804688,25.034112857874540,16.240193029179377,52205738.408005841076374,27.710962295532227,45.073928833007812,50686725.000000000000000,1447875.000000000000000,2.7771864, 1,2856260.429271048866212,5.478593571822973,390,274120.209063003771007,0.525790015465297
256,3235425.000000000000000,185450.000000000000000,Copper_River,5.4211278,75003900055039.0,Copper_River_75003900055039,136835.000000000000000,3420875.000000000000000,1,682,681,231.749230825448279,144.724071906240056,31711406.000000000000000,682,1,679,212,429,15,136835.000000000000000,3420875.000000000000000,0.000000000000000,67.716659545898438,67.716659545898438,18.482593102167343,10.598042742905049,2529065.627135068178177,17.880252838134766,32.722878265380864,3308850.000000000000000,112025.000000000000000,3.2747469,,,,390,221724.399856677016942,6.482174333623308
257,5976300.000000000000000,2027175.000000000000000,Copper_River,25.3286858,75003900023942.0,Copper_River_75003900023942,320139.000000000000000,8003475.000000000000000,1,961,960,428.112925947791780,229.718198199377440,137055644.000000000000000,960,1,947,416,751,16,320139.000000000000000,8003475.000000000000000,0.000000000000000,74.598197937011719,74.598197937011719,27.954188418413562,13.120466959310729,8949225.926082499325275,27.557657241821289,45.868216705322268,8002150.000000000000000,1325.000000000000000,0.0165553,,,,390,33007.613114211242646,0.412409844541750
258,4850850.000000000000000,332675.000000000000000,Copper_River,6.4179296,75003900058380.0,Copper_River_75003900058380,207341.000000000000000,5183525.000000000000000,63,1088,1025,472.923980302978975,218.593015065700627,98056531.000000000000000,1024,543,1078,495,751,17,207341.000000000000000,5183525.000000000000000,0.064058601856232,75.761764526367188,75.697705924510956,27.174512266698866,13.618335157688136,5634390.547889609821141,27.079441070556641,45.101669311523438,5171825.000000000000000,11700.000000000000000,0.2257151,,,,,,
259,1764500.000000000000000,328275.000000000000000,Copper_River,15.6861105,75003900028507.0,Copper_River_75003900028507,83711.000000000000000,2092775.000000000000000,18,210,192,77.107166322228011,39.245675538527848,6454718.000000000000000,193,54,18,63,142,18,83711.000000000000000,2092775.000000000000000,0.000000000000000,57.934745788574219,57.934745788574219,10.993757413682756,7.428121447168125,920298.426856797188520,9.671599388122559,20.491342544555664,1869575.000000000000000,223200.000000000000000,10.6652651,,,,390,227995.223237131140195,10.894830287244794
260,17549100.000000000000000,3348100.000000000000000,Copper_River,16.0217628,75003900027489.0,Copper_River_75003900027489,835888.000000000000000,20897200.000000000000000,6,1257,1251,383.777476169055547,275.855598071135489,320794987.000000000000000,1251,64,1240,334,792,19,835888.000000000000000,20897200.000000000000000,0.020257117226720,81.358619689941406,81.338362572714686,25.902358650870266,14.845060440461102,21651470.767958644777536,25.351430892944336,46.229804229736331,20862600.000000000000000,34600.000000000000000,0.1655724, 1,1534401.621418593917042,7.342304289564574,390,32201.665958892932395,0.154089012160008
261,4483750.000000000000000,663075.000000000000000,Copper_River,12.8831854,75003900044936.0,Copper_River_75003900044936,205873.000000000000000,5146825.000000000000000,10,809,799,118.900011171936541,140.660449753488450,24478302.000000000000000,798,20,786,60,324,20,205873.000000000000000,5146825.000000000000000,0.000000000000000,79.950523376464844,79.950523376464844,15.514402344199118,14.773806235803089,3193996.553807305172086,10.676866531372070,38.081588745117195,3961250.000000000000000,1185575.000000000000000,23.0350742,,,,390,125083.065109922550619,2.430320682474809
262,596250.000000000000000,129250.000000000000000,Copper_River,17.8153000,75003900023855.0,Copper_River_75003900023855,29020.000000000000000,725500.000000000000000,9,34,25,18.743969676085541,4.086292219584405,543950.000000000000000,26,16,10,19,24,21,29020.000000000000000,725500.000000000000000,0.020257117226720,29.624179840087891,29.603922722861171,2.674134516795255,2.373703812428101,77603.383677398291184,2.167990207672119,4.744580221176149,339475.000000000000000,386025.000000000000000,53.2081337,,,,,,
263,5075875.000000000000000,963650.000000000000000,Copper_River,15.9557247,75003900044738.0,Copper_River_75003900044738,241581.000000000000000,6039525.000000000000000,7,885,878,242.992561501111510,214.931230135104869,58702386.000000000000000,879,9,881,217,560,22,241581.000000000000000,6039525.000000000000000,0.000000000000000,81.302337646484375,81.302337646484375,18.445993047468519,15.135778454801445,4456201.446400492452085,13.964376449584961,40.249843597412109,5065600.000000000000000,973925.000000000000000,16.1258545,,,,390,70483.552360082219820,1.167041247504403
264,171050.000000000000000,27300.000000000000000,Copper_River,13.7635489,75003900055694.0,Copper_River_75003900055694,7934.000000000000000,198350.000000000000000,11,29,18,18.872825812956911,3.424262127433801,149737.000000000000000,19,19,29,19,24,23,7934.000000000000000,198350.000000000000000,0.020257117226720,11.119366645812988,11.099109528586268,3.469989816111184,1.941106568356021,27530.899201026131777,3.168315768241882,6.216722536087036,137875.000000000000000,60475.000000000000000,30.4890347,,,,,,
265,2929825.000000000000000,930800.000000000000000,Copper_River,24.1100864,75003900023674.0,Copper_River_75003900023674,154425.000000000000000,3860625.000000000000000,13,664,651,168.612044681883589,162.456526199933933,26037915.000000000000000,652,46,650,69,437,24,154425.000000000000000,3860625.000000000000000,0.000000000000000,71.534294128417969,71.534294128417969,13.913955676695789,13.661395196626675,2148662.605373747181147,6.273244380950928,35.256123352050786,3760575.000000000000000,100050.000000000000000,2.5915494,,,,390,9663.326461554783236,0.250308041480046
266,14410975.000000000000000,7729550.000000000000000,Copper_River,34.9113235,75003900062264.0,Copper_River_75003900062264,885621.000000000000000,22140525.000000000000000,25,546,521,154.109348129730733,137.969016162815279,136482475.000000000000000,522,35,25,89,376,25,885621.000000000000000,22140525.000000000000000,0.000000000000000,66.690734863281250,66.690734863281250,10.896205050282893,10.579493296550684,9649908.012836584821343,7.806318759918213,26.758991241455078,18031250.000000000000000,4109275.000000000000000,18.5599709,,,,390,3284507.053771681152284,14.834179279534739
267,5540825.000000000000000,1767450.000000000000000,Copper_River,24.1842289,75003900055316.0,Copper_River_75003900055316,292331.000000000000000,7308275.000000000000000,29,575,546,210.038449565731469,145.250783287466788,61400750.000000000000000,547,30,575,194,424,26,292331.000000000000000,7308275.000000000000000,0.000000000000000,65.901618957519531,65.901618957519531,18.503050162655004,12.364648525883657,5409015.157099099829793,19.233425140380859,34.863441467285156,6539975.000000000000000,768300.000000000000000,10.5127411,,,,390,14296.263791239363854,0.195641248366519
268,4644150.000000000000000,1060125.000000000000000,Copper_River,18.5847454,75003900039073.0,Copper_River_75003900039073,228171.000000000000000,5704275.000000000000000,4,99,95,30.027514451880506,15.441409426269010,6851408.000000000000000,96,5,99,30,50,27,228171.000000000000000,5704275.000000000000000,0.000000000000000,35.712131500244141,35.712131500244141,5.609029131194509,4.706679461366527,1279817.785893782274798,4.190624713897705,12.002428054809570,3604200.000000000000000,2100075.000000000000000,36.8158073,,,,390,18415.669448946533521,0.322850510162764
